s_date,s_odo,s_fuel,e_date,e_odo,e_fuel,s_lng,s_lat,e_lng,e_lat,s_gps_odo,e_gps_odo,idle_time,max_rpm,s20,s30,s40,s50,s60,s70,s80,s90,s100,s110,s120,s130,s140,s150,s_can_batt_level,e_can_batt_level,reg_dt,unique_dt,complete_yn,gps_odo_yn
2022-06-23,32684914,430.43,2022-06-23,32717685,430.43,140.8346863,36.26338196,146.1560364,32.97382355,23234078.87,23234078.87,0,-66.71338654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32683880,430.43,2022-06-23,32684984,430.43,139.058548,30.55619621,142.3837585,35.63814926,23209836,23210920,-48.43951035,2780.222168,0,0,88.64851379,96.84033966,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32693960,430.43,2022-06-23,32695286,430.43,139.6575775,31.22752953,140.3391724,34.5867157,23220000,23220876,0,61.74655533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32682950,430.43,2022-06-23,32683826,430.43,140.6281281,40.45583344,144.3895569,34.80885696,23208914,23209810,15.94146919,2300.04126,0,0,-42.84076691,-125.6727066,-82.03308105,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32695498,430.43,2022-06-23,32727695,430.43,139.4867554,29.33684158,142.9470062,36.96244049,23220666,23244088.87,0,655.7773438,0,0,734.9312134,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32683322,430.43,2022-06-23,32683016,430.43,131.6847076,42.34091187,138.026886,26.32647324,23209004,23208820,0,-32.96708679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32727695,430.43,2022-06-23,32694874,430.43,147.9295044,35.6230011,145.9507294,35.23779297,23244088.87,23220862,47.75557709,2607.465088,0,0,-224.0099792,16.016,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32714682,430.43,2022-06-23,32682842,430.43,140.9046478,35.55223083,142.4825592,34.45097733,23207900,23208790,5.054268837,1314.773071,0,0,263.7639465,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32714682,430.43,2022-06-23,32681798,430.43,132.6384735,35.60554123,140.8039856,35.56029129,23231075.87,23207832,0,80.1470871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32694982,430.43,2022-06-23,32695912,430.43,142.1078796,33.72466278,140.4898987,34.97745132,23244088.87,23221776,0,606.6555176,0,-683.09552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32681850,430.43,2022-06-23,32714682,430.43,140.2857513,34.16820908,139.6232147,37.33423996,23231075.87,23231075.87,0,1415.58667,0,0,-25.64741707,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32695898,430.43,2022-06-23,32728696,430.43,139.6088715,37.44174576,139.5931244,34.04240799,23221904,23245089.87,0,1204.947876,0,0,41.50634766,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32681930,430.43,2022-06-23,32714682,430.43,139.73703,36.34056854,139.4723969,39.57748032,23207926,23231075.87,0,868.998291,0,0,-460.8685608,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32728696,430.43,2022-06-23,32728696,430.43,133.9685211,37.24542999,142.5344849,32.70781326,23245089.87,23245089.87,-18.65717125,1910.018433,0,0,0,-46.65487289,99.88826752,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32681130,430.43,2022-06-23,32682008,430.43,141.036438,36.8633461,145.963501,35.72634506,23206866,23231075.87,0,1534.016357,0,17.20137978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32728696,430.43,2022-06-23,32696224,430.43,149.2383118,29.411129,139.2327118,42.59725952,23245089.87,23222072,0,-111.0159683,0,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32814044,430.43,2022-06-27,32814016,430.43,140.43396,35.71385574,140.2619019,35.45122528,23339860,23339968,0,1016.804138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32846814,430.43,2022-06-27,32846814,430.43,139.9453278,36.25174713,140.8189087,35.79401398,23363207.87,23363207.87,0,945.2003174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32846814,430.43,2022-06-27,32846814,430.43,139.1896515,35.71945953,140.5423584,35.78303146,23363207.87,23363207.87,0,63.71390152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32696146,430.43,2022-06-23,32697030,430.43,140.4124146,36.39966965,140.2104187,40.71008301,23221878,23222838,0,786.315979,0,0,343.1776123,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32730574,430.43,2022-06-23,32730136,430.43,139.7497559,35.63415527,140.2377777,35.8009758,23255870,23255878,82.35011292,1451.501221,0,0,0,0,0,42.09813309,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32846814,430.43,2022-06-27,32846814,430.43,139.8718414,35.80405045,140.7830048,35.30202484,23363207.87,23363207.87,0,-158.0578613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32729697,430.43,2022-06-23,32729697,430.43,140.2322845,39.49760437,137.805191,33.84293365,23223108,23246090.87,0,2687.638672,0,0,0,3.003,4.004,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32680286,430.43,2022-06-23,32681020,430.43,140.2839203,36.71035767,145.1766968,34.10060501,23205802,23206808,0,805.1447144,0,0,0,35.74978256,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32845813,430.43,2022-06-27,32846814,430.43,140.3773651,35.82157516,142.1078491,35.59263229,23338912,23363207.87,0,-117.8687592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32729472,430.43,2022-06-23,32731088,430.43,140.7091675,35.68219757,140.282547,36.1571579,23255864,23256956,10.01,854.928772,0,80.05513,0,19.019,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32814888,430.43,2022-06-27,32814306,430.43,136.9031067,35.90025711,139.969101,35.71421051,23363207.87,23339904,0,784.5574341,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32729050,430.43,2022-06-23,32729964,430.43,140.1425171,35.73694229,140.7814026,35.85596848,23254908,23255958,0,890.4782104,0,0,0,0,-15.77275562,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32729697,430.43,2022-06-23,32729697,430.43,140.1255035,39.61844635,140.3449097,31.96465492,23246090.87,23246090.87,0,1171.151978,0,0,0,0,165.3269958,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32845813,430.43,2022-06-27,32812786,430.43,141.115921,35.66251755,140.0193329,35.81616211,23362206.87,23338794,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32729697,430.43,2022-06-23,32729697,430.43,137.4757843,36.38940048,136.7985077,32.94194794,23246090.87,23246090.87,0,884.0692139,0,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32812592,430.43,2022-06-27,32845813,430.43,141.0039825,35.85969543,140.1324463,35.69777298,23362206.87,23362206.87,0,61.56561279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32697142,430.43,2022-06-23,32696824,430.43,143.9977875,35.99716568,139.2967072,36.56311798,23246090.87,23222824,0,822.3135376,0,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32761729,430.43,2022-06-23,32761729,430.43,140.6131439,35.52461624,140.6643372,35.6800499,23254772,23278122.87,0,443.5758362,0,0,-42.31560516,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32812628,430.43,2022-06-27,32845813,430.43,139.3365326,35.6728363,138.7129059,35.67965698,23338832,23362206.87,0,866.2107544,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32727812,430.43,2022-06-23,32728796,430.43,140.1889191,36.09176254,140.3872223,35.17860413,23253708,23254968,0,1673.873535,-170.2220764,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32846814,430.43,2022-06-27,32814958,430.43,140.132019,35.72260666,141.416153,35.58953094,23339852,23340710,1.626588464,1582.187744,-462.5906982,0,339.370636,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32731116,430.43,2022-06-23,32732262,430.43,139.0820618,35.25753021,140.7327423,33.38220596,23256812,23257918,0,1079.847412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32728106,430.43,2022-06-23,32745136,430.43,144.7647858,35.63914871,140.2388306,36.23003006,23253822,23253856,0,655.522644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32733018,430.43,2022-06-23,32733178,430.43,139.3537598,35.59996796,140.3582458,35.68759537,23258738,23258994,0,2069.529541,0,0,0,3.003,90.6000824,263.4414368,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32732036,430.43,2022-06-23,32764732,430.43,140.0792084,35.48792648,138.6710968,36.16230011,23257882,23281125.87,0,795.0223389,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32764732,430.43,2022-06-23,32765733,430.43,140.6570892,35.97140503,134.9452515,35.71750259,23281125.87,23282126.87,3.003,1017.801575,0,0,0,0,6.006,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32697152,430.43,2022-06-23,32697960,430.43,140.4148102,36.57800293,138.7182159,34.61522293,23222960,23223806,-3.03342247,813.8216553,0,0,0,0,433.5202332,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32764732,430.43,2022-06-23,32764732,430.43,140.9480591,35.77930069,140.1141968,35.7674942,23281125.87,23281125.87,0,173.0392914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32731536,430.43,2022-06-23,32732002,430.43,140.8063202,35.66946411,140.1623993,35.55968094,23257836,23257724,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32765733,430.43,2022-06-23,32733210,430.43,140.5771027,35.63697052,139.980896,35.82271576,23282126.87,23258862,0,958.2059326,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32732892,430.43,2022-06-23,32733900,430.43,140.7029724,35.47227478,141.4797363,35.71054459,23258860,23259882,0,1540.671143,0,0,9.009,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32814984,430.43,2022-06-27,32847815,430.43,139.7696381,35.60943222,135.1009674,35.73049164,23340940,23364208.87,3.003,1931.989746,249.1555328,-9.282422066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32847815,430.43,2022-06-27,32847815,430.43,142.8021698,35.8260231,141.5369568,35.70533371,23364208.87,23364208.87,0,942.1679077,0,-40.9275856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32811808,430.43,2022-06-27,32812972,430.43,140.0655212,35.73433685,139.7793427,35.68282318,23337912,23338952,33.9912796,1973.47229,0,0,0,-438.6571655,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32844812,430.43,2022-06-27,32812114,430.43,141.4797363,35.57282257,140.5026245,35.72200775,23361205.87,23337864,0,571.8950806,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32847815,430.43,2022-06-27,32816118,430.43,140.1448822,35.81654739,140.1273499,35.69975662,23364208.87,23364208.87,0,-65.72572327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32844812,430.43,2022-06-27,32844812,430.43,140.2573853,35.95638657,140.2345581,35.7170105,23361205.87,23361205.87,0,783.9868164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32816188,430.43,2022-06-27,32848816,430.43,140.0691376,35.70005417,140.4096222,35.71056747,23342030,23341806,0,949.7998657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32698046,430.43,2022-06-23,32698014,430.43,140.2499695,32.913414,140.5452118,35.01488876,23223934,23223700,0,1016.345642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32847815,430.43,2022-06-27,32847815,430.43,140.1100464,35.6400528,140.8391571,32.59014511,23364208.87,23364208.87,0,1328.671143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32847815,430.43,2022-06-27,32847815,430.43,139.8113098,35.95889282,140.0275726,35.74739456,23364208.87,23364208.87,0,1961.534546,-1018.582642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32847815,430.43,2022-06-27,32847815,430.43,140.2554779,36.37505341,140.2255707,35.79584885,23364208.87,23364208.87,0,871.2501831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32811980,430.43,2022-06-27,32844812,430.43,140.0302429,35.67753983,140.1477814,35.62556839,23361205.87,23361205.87,0,1732.493774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32816094,430.43,2022-06-27,32848816,430.43,139.5294647,35.68250275,140.1222839,35.81617737,23365209.87,23365209.87,4.004,1685.873047,222.8295898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32844812,430.43,2022-06-27,32844812,430.43,139.9231262,35.70806503,140.9680023,35.67650223,23361205.87,23361205.87,0,892.6732178,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32815040,430.43,2022-06-27,32815004,430.43,140.8153229,35.60647202,140.0878143,36.08675766,23340990,23340672,0,837.4160767,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32848816,430.43,2022-06-27,32848816,430.43,139.8749084,35.67586136,139.6797638,35.71019363,23365209.87,23365209.87,0,2.962780952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32844812,430.43,2022-06-27,32844812,430.43,139.976181,35.93663406,140.4993896,35.69165802,23337762,23361205.87,4.004,2292.701172,3.003,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32698024,430.43,2022-06-23,32699066,430.43,140.4585724,35.04039001,139.851059,31.83672714,23223920,23224882,0,1609.422729,0,0,0,0,250.3950806,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32848816,430.43,2022-06-27,32848816,430.43,140.8507843,35.6710701,140.0200958,35.61296082,23365209.87,23365209.87,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32848816,430.43,2022-06-27,32848816,430.43,140.1083832,35.73037338,140.0926971,35.69033051,23365209.87,23365209.87,0,1497.940308,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32733736,430.43,2022-06-23,32766734,430.43,138.6990051,35.65546799,139.8542938,35.70486832,23259826,23283127.87,0,115.5007477,201.1264038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32843811,430.43,2022-06-27,32811902,430.43,140.0039978,35.72012329,140.3549347,36.12960052,23336834,23338010,0,2205.609131,4.004,-210.176651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32766734,430.43,2022-06-23,32766734,430.43,139.8691406,35.96676254,140.2527313,35.52030945,23283127.87,23283127.87,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32848816,430.43,2022-06-27,32848816,430.43,141.5682373,35.74586487,139.7514038,35.52700424,23365209.87,23365209.87,0,999.7744141,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32843811,430.43,2022-06-27,32810960,430.43,139.5561829,35.85549927,139.7381897,35.83176422,23360204.87,23336936,0,101.3481369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32766734,430.43,2022-06-23,32733920,430.43,140.0306854,35.71666718,140.6259613,35.66118622,23283127.87,23259874,0,1195.23877,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32848816,430.43,2022-06-27,32848816,430.43,141.9402161,36.80984497,140.1246948,35.96128464,23365209.87,23365209.87,0,374.5924683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32810926,430.43,2022-06-27,32843811,430.43,141.9013672,35.75654602,140.3724365,35.66907501,23360204.87,23360204.87,0,830.9329224,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32848816,430.43,2022-06-27,32848816,430.43,138.5748596,35.78853607,140.103714,35.47049332,23365209.87,23365209.87,0,163.7546997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32843811,430.43,2022-06-27,32843811,430.43,140.1232147,35.98762512,139.8625946,36.0176506,23360204.87,23360204.87,0,637.0430908,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32810950,430.43,2022-06-27,32843811,430.43,140.0843201,35.71418381,140.4305115,35.70726395,23360204.87,23360204.87,0,6.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32848816,430.43,2022-06-27,32848816,430.43,140.1606445,35.4315033,140.1239166,35.78686142,23365209.87,23365209.87,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-27,32848816,430.43,2022-06-27,32816040,430.43,140.0813904,35.54608917,139.9588318,35.55653,23365209.87,23341798,0,2307.017578,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32710678,430.43,2022-06-23,32679786,430.43,140.0832977,35.65454865,139.2732544,35.710289,23203796,23205834,54.58570862,1621.223999,0,0,-371.4178772,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32733932,430.43,2022-06-23,32735124,430.43,140.1431885,35.99139786,140.2854462,35.69631577,23259824,23260844,0,2110.823486,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32768736,430.43,2022-06-23,32736736,430.43,139.8267975,35.58493042,141.1069489,35.18313599,23261860,23262852,0,889.9292603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32736204,430.43,2022-06-23,32736116,430.43,139.9667358,36.26825714,139.6992035,35.74422836,23285129.87,23261890,0,247.7799835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32698826,430.43,2022-06-23,32699828,430.43,140.3320007,35.50943756,139.9124756,35.12969589,23225030,23225810,0,2754.689209,0,0,0,0,169.9278717,-47.03082275,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32843811,430.43,2022-06-27,32843811,430.43,140.067215,36.51508331,140.529541,35.40388107,23336834,23360204.87,0,911.0640259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32735136,430.43,2022-06-23,32767735,430.43,140.0474701,35.65864182,140.0406494,35.65341949,23260872,23284128.87,0,36.85139465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32737144,430.43,2022-06-23,32769737,430.43,140.0194397,36.41691971,139.6059418,35.83856583,23262884,23286130.87,0,1763.687256,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32767735,430.43,2022-06-23,32767735,430.43,140.0896149,35.59227753,140.1836853,34.98111725,23284128.87,23284128.87,0,2076.957275,0,0,7.007,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32678304,430.43,2022-06-23,32677760,430.43,140.7188263,34.51948166,139.4082489,37.65050507,23227071.87,23203894,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32848816,430.43,2022-06-27,32816876,430.43,140.0153351,36.08673477,138.5342102,32.44598007,23341844,23342878,0,2867.544678,0,4.004,0,4.004,-374.3191223,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32769737,430.43,2022-06-23,32769737,430.43,140.2931519,35.44623566,140.1428833,35.89638519,23286130.87,23286130.87,0,701.6132813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32769737,430.43,2022-06-23,32769737,430.43,140.0257874,35.73116302,139.0132446,34.21154404,23286130.87,23286130.87,0,979.1963501,0,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32768736,430.43,2022-06-23,32768736,430.43,140.0634003,35.8082695,140.2884369,35.68077087,23285129.87,23285129.87,0,698.9008789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-27,32809724,430.43,2022-06-27,32811064,430.43,140.1585846,35.83743668,140.4619598,36.56655884,23335960,23336834,0,199.042984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-27,2022-06-27,1,0
2022-06-23,32677532,430.43,2022-06-23,32710678,430.43,140.0512085,33.61525345,140.9373322,36.76976395,23203816,23227071.87,0,878.3624268,0,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32768736,430.43,2022-06-23,32768736,430.43,140.2259369,35.08337784,140.8516998,36.16861343,23285129.87,23285129.87,0,6.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32735682,430.43,2022-06-23,32768736,430.43,139.7868195,35.48283768,139.4173279,35.71160126,23261772,23285129.87,0,-233.1616058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
2022-06-23,32767735,430.43,2022-06-23,32735998,430.43,139.0372009,35.69835663,140.2106323,36.31732559,23284128.87,23261928,0,-46.9229393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-23,2022-06-23,1,0
